-0.315469, -78.145773
-0.316606, -78.143488
-0.318076, -78.142351
-0.318312, -78.141718
-0.318419, -78.140903
-0.318988, -78.140656
-0.319782, -78.139851
-0.320254, -78.139787
-0.321166, -78.140205
-0.321584, -78.140227
-0.321702, -78.140699
-0.321574, -78.141139
-0.321574, -78.141139
-0.321842, -78.142179
-0.321842, -78.142179
-0.322464, -78.142340
-0.322464, -78.142340
-0.322968, -78.142984
-0.323204, -78.142941
-0.323204, -78.142941
-0.323988, -78.143241
-0.324202, -78.143402
-0.324782, -78.143467
-0.325103, -78.143789
-0.325522, -78.143853
-0.325522, -78.143853
-0.327249, -78.145001
-0.327818, -78.145108
-0.328150, -78.145108
-0.328633, -78.145280
-0.329116, -78.145130
-0.329137, -78.145462
-0.329642, -78.145441
-0.329921, -78.145612
-0.330092, -78.145784
-0.330414, -78.145773
-0.330961, -78.145441
-0.331004, -78.145709
-0.331251, -78.145591
-0.331412, -78.145763
-0.331852, -78.145516
-0.331863, -78.145323
-0.332195, -78.145763
-0.332431, -78.145505
-0.332903, -78.145741
-0.333246, -78.145441
-0.333665, -78.145677
-0.333676, -78.145956
-0.334180, -78.145795
-0.334180, -78.146138
-0.334405, -78.146106
-0.334459, -78.145795
-0.334834, -78.146278
-0.335167, -78.146149
-0.335660, -78.146471
-0.335886, -78.146267
-0.336014, -78.146857
-0.336261, -78.146621
-0.336605, -78.146664
-0.336540, -78.146964
-0.337881, -78.147329
-0.338858, -78.146889
-0.339533, -78.147383
-0.339533, -78.147383
-0.343707, -78.148735
-0.345788, -78.148842
-0.346099, -78.149132
-0.347044, -78.149260
-0.347290, -78.149056
-0.347601, -78.149357
-0.347773, -78.149765
-0.348149, -78.149582
-0.348921, -78.150269
-0.348985, -78.150516
-0.349361, -78.150666
-0.350756, -78.150280
-0.351249, -78.150430
-0.351442, -78.150730
-0.352161, -78.150687
-0.354071, -78.151267
-0.354521, -78.150966
-0.355820, -78.151041
-0.356442, -78.150666
-0.356850, -78.150816
-0.357633, -78.150698
-0.357547, -78.151063
-0.357858, -78.151481
-0.358126, -78.151460
-0.358266, -78.151685
-0.358663, -78.151792
-0.360165, -78.151664
-0.360411, -78.151374
-0.361667, -78.150848
-0.361785, -78.150280
-0.362514, -78.149893
-0.362900, -78.149228
-0.363136, -78.149132
-0.363254, -78.149453
-0.363920, -78.149529
-0.364392, -78.149303
-0.364896, -78.149797
-0.365432, -78.149260
-0.365722, -78.149947
-0.366044, -78.149647
-0.366680, -78.149875
-0.366559, -78.149515
-0.366634, -78.149435
-0.366744, -78.149569
-0.366835, -78.149596
-0.366835, -78.149596
-0.366835, -78.149596
-0.367908, -78.149448
-0.368109, -78.149636
-0.368351, -78.149714
-0.368780, -78.149700
-0.369874, -78.149636
-0.371076, -78.148681
-0.372782, -78.148488
-0.374037, -78.148069
-0.374616, -78.146932
-0.374241, -78.146203
-0.374552, -78.145237
-0.376526, -78.144593
-0.377073, -78.144014
-0.377706, -78.143896
-0.379744, -78.140978
-0.378543, -78.137019
-0.378865, -78.136193
-0.378865, -78.136193
-0.381300, -78.135720
